fileIsPacked,timeDateTooLow,NumberOfRvaAndSizes,unorderedSectionNumber,timeDateInFuture,illegalSizeOfRawData,headerChecksumZero,callbackFunction,EnrtyPointOutside,unorderedSectionName,LoaderFlagsIlegal,non-asciiSectionName,illegalSizeOptHeader
0,0,0,1,0,0,0,0,0,0,0,0,0
