NumberOfRvaAndSizes,BaseOfCode,MajorImageVersion,SizeOfHeapReserve,MajorOperatingSystemVersion,SectionsNb,ImportsNbOrdinal,ResourcesMinEntropy,ImportsNb,MinorImageVersion,LoaderFlags,SizeOfOptionalHeader,MinorLinkerVersion,SizeOfUninitializedData,VersionInformationSize,ExportNb,SectionsMinEntropy,MinorOperatingSystemVersion,Subsystem,SectionsMinVirtualsize,ResourcesMaxEntropy,ResourcesMaxSize,ResourcesNb,LoadConfigurationSize,SectionsMaxRawsize,SectionsMeanEntropy,SectionMaxVirtualsize,SizeOfInitializedData,SizeOfImage,MajorLinkerVersion,Machine,SectionsMinRawsize,FileAlignment,ResourcesMinSize,AddressOfEntryPoint,SectionAlignment,Characteristics,BaseOfData,SizeOfCode,SizeOfHeaders,CheckSum,SizeOfStackReserve,SizeOfHeapCommit,ResourcesMeanEntropy,MinorSubsystemVersion,ImportsNbDLL,ResourcesMeanSize,DllCharacteristics,SectionsMaxEntropy,SectionsMeanRawsize,ImageBase,SizeOfStackCommit,SectionsMeanVirtualsize,MajorSubsystemVersion
16,4096,6,1048576,6,1,0,3.577072986399457,0,1,0,224,0,0,0,0,3.4214319825637824,1,3,1016,3.577072986399457,920,1,0,1024,3.4214319825637824,1016,1024,8192,9,332,1024,512,920,0,4096,8450,4096,0,512,18088,262144,4096,3.577072986399457,1,0,920.0,1344,3.4214319825637824,1024.0,4194304,4096,1016.0,6
