filename,size,hashing,entropy,vt_score
/Users/mertnar/Documents/python_workspace/workspace/boga/src/dataset/penkor.dll,1536,3c73c5f38cf546c0b3ada4e74f557a7e,3.3530990257730635,0
/Users/mertnar/Documents/python_workspace/workspace/boga/src/dataset/putty.exe,531368,ba78410702f0cc8453da1afbb2a8b670,6.706021386437947,0
